Name,estimated_minutes,submission_wins,ko_tko_wins,Total (R1-R5) Strikes Attempts,Total (R1-R5) Strikes Landed,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total (R1-R5) Ground Total Strikes_Attempts,Total (R1-R5) Ground Total Strikes_Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Total (R1-R5) Grappling Time,Total (R1-R5) Grappling Actions(Grd. Strikes + (Sub & TD Attempts),"Total (R1-R5) Striking, Standing, and Clinch Time",Total Striking Attempts to Grappling Action Attempts Ratio,Total Striking Time to Grappling Action Time Ratio
Oliver Enkamp,20,0,0,114.0,44.0,101.0,34.0,898.0,413.0,11.0,8.0,0.0,5.0,1.0,22.0,13.0,0.05416666666666667,16.0,19.945833333333333,7.125,368.2307692307692
Olivier Aubin-Mercier,130,4,1,4217.0,2564.0,3056.0,1569.0,2605.0,1114.0,1143.0,976.0,22.0,357.0,116.0,104.0,32.0,9.2875,1522.0,120.7125,2.770696452036794,12.997308209959625
Oluwale Bamgbose,45,0,1,459.0,288.0,272.0,125.0,719.0,331.0,236.0,188.0,0.0,5.0,2.0,22.0,9.0,0.6291666666666667,241.0,44.37083333333333,1.904564315352697,70.52317880794702
Omari Akhmedov,100,1,1,2951.0,1230.0,2500.0,847.0,1051.0,509.0,604.0,483.0,3.0,96.0,55.0,24.0,11.0,10.4,703.0,89.6,4.197724039829303,8.615384615384615
Oskar Piechota,30,1,1,264.0,177.0,208.0,129.0,337.0,168.0,84.0,75.0,6.0,6.0,2.0,11.0,4.0,2.25,96.0,27.75,2.75,12.333333333333334
Ovince Saint Preux,185,6,3,7734.0,3629.0,6783.0,2774.0,3089.0,1589.0,1356.0,1104.0,39.0,212.0,97.0,160.0,72.0,26.175,1607.0,158.825,4.812694461729931,6.067812798471824
Paddy Holohan,40,0,0,781.0,513.0,445.0,220.0,848.0,370.0,392.0,330.0,9.0,32.0,16.0,24.0,8.0,9.491666666666667,433.0,30.508333333333333,1.8036951501154734,3.214223002633889
Paige VanZant,100,2,2,4080.0,2879.0,1916.0,1078.0,818.0,420.0,1630.0,1298.0,22.0,96.0,40.0,22.0,12.0,0.025,1748.0,99.975,2.334096109839817,3998.9999999999995
Pat Healy,30,0,0,155.0,84.0,100.0,32.0,0.0,0.0,19.0,18.0,0.0,14.0,2.0,0.0,0.0,0.03333333333333333,33.0,29.966666666666665,4.696969696969697,899.0
Patrick Cote,100,0,2,2884.0,1962.0,1671.0,857.0,1650.0,742.0,1326.0,1177.0,6.0,132.0,30.0,23.0,5.0,6.189583333333333,1464.0,93.81041666666667,1.969945355191257,15.156176371592057
Patrick Cummins,125,0,2,5397.0,3399.0,3895.0,2115.0,3156.0,1423.0,2930.0,2278.0,9.0,416.0,204.0,123.0,57.0,51.63333333333333,3355.0,73.36666666666667,1.6086438152011922,1.420916720464816
Patrick Holohan,20,1,0,39.0,20.0,29.0,10.0,67.0,19.0,17.0,13.0,1.0,1.0,0.0,0.0,0.0,0.4625,19.0,19.5375,2.0526315789473686,42.24324324324324
Patrick Walsh,30,0,0,127.0,110.0,24.0,11.0,48.0,25.0,110.0,101.0,3.0,7.0,5.0,2.0,1.0,2.33125,120.0,27.66875,1.0583333333333333,11.8686327077748
Patrick Williams,40,1,0,214.0,109.0,204.0,101.0,379.0,181.0,14.0,12.0,2.0,22.0,8.0,5.0,2.0,0.63125,38.0,39.36875,5.631578947368421,62.366336633663366
Paul Craig,35,2,0,348.0,246.0,224.0,134.0,256.0,149.0,48.0,45.0,9.0,13.0,3.0,2.0,2.0,1.075,70.0,33.925,4.9714285714285715,31.55813953488372
Paul Felder,135,1,4,6203.0,2914.0,5605.0,2362.0,4141.0,1842.0,1007.0,755.0,18.0,52.0,22.0,122.0,49.0,18.0,1077.0,117.0,5.759517177344476,6.5
Paul Redmond,20,0,0,22.0,16.0,7.0,2.0,140.0,53.0,15.0,14.0,0.0,2.0,0.0,18.0,7.0,0.025,17.0,19.975,1.2941176470588236,799.0
Paulo Borrachinha,5,0,1,0.0,0.0,0.0,0.0,326.0,179.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.625,1.0,4.375,0.0,7.0
Paulo Costa,30,0,3,365.0,218.0,346.0,201.0,1601.0,721.0,70.0,53.0,0.0,2.0,0.0,57.0,26.0,0.0375,72.0,29.9625,5.069444444444445,799.0
Paulo Thiago,30,0,0,119.0,48.0,110.0,42.0,236.0,92.0,0.0,0.0,0.0,7.0,1.0,8.0,2.0,0.025,7.0,29.975,17.0,1199.0
Pawel Pawlak,45,0,0,369.0,207.0,228.0,72.0,95.0,49.0,116.0,111.0,0.0,4.0,3.0,4.0,2.0,0.4479166666666667,120.0,44.552083333333336,3.075,99.46511627906978
Pearl Gonzalez,30,1,0,118.0,43.0,112.0,37.0,26.0,13.0,7.0,7.0,1.0,3.0,2.0,1.0,1.0,0.16666666666666666,11.0,29.833333333333332,10.727272727272727,179.0
Pedro Munhoz,105,3,1,3654.0,1512.0,3518.0,1385.0,2099.0,1007.0,188.0,176.0,38.0,126.0,31.0,119.0,60.0,3.3291666666666666,352.0,101.67083333333333,10.380681818181818,30.53942428035044
Peter Petties,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Peter Sobotta,65,1,1,1330.0,855.0,824.0,387.0,1461.0,643.0,619.0,544.0,6.0,43.0,29.0,51.0,20.0,15.325,668.0,49.675,1.9910179640718564,3.2414355628058726
Petr Yan,20,0,1,45.0,29.0,40.0,25.0,583.0,267.0,12.0,8.0,0.0,0.0,0.0,16.0,3.0,0.13333333333333333,12.0,19.866666666666667,3.75,149.0
Phil Davis,45,0,0,550.0,173.0,463.0,95.0,371.0,176.0,102.0,88.0,0.0,34.0,9.0,45.0,16.0,1.3958333333333333,136.0,43.604166666666664,4.044117647058823,31.238805970149254
Phil Harris,20,0,0,5.0,4.0,4.0,3.0,114.0,47.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.625,2.0,19.375,2.5,31.0
Phil Hawes,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Phillipe Nover,60,0,0,535.0,256.0,367.0,115.0,1223.0,455.0,106.0,93.0,0.0,46.0,18.0,28.0,8.0,0.625,152.0,59.375,3.5197368421052633,95.0
Piotr Hallmann,55,1,0,909.0,559.0,616.0,301.0,215.0,87.0,273.0,235.0,3.0,36.0,14.0,27.0,12.0,4.133333333333334,312.0,50.86666666666667,2.9134615384615383,12.306451612903224
Poliana Botelho,20,0,1,212.0,157.0,105.0,67.0,396.0,172.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.03333333333333333,2.0,19.966666666666665,106.0,599.0
Polo Reyes,45,0,3,1488.0,651.0,1395.0,561.0,779.0,302.0,168.0,139.0,0.0,0.0,0.0,11.0,3.0,2.2583333333333333,168.0,42.74166666666667,8.857142857142858,18.926199261992622
Polyana Viana,20,1,0,35.0,25.0,18.0,12.0,476.0,183.0,23.0,18.0,3.0,2.0,1.0,5.0,1.0,0.24166666666666667,28.0,19.758333333333333,1.25,81.75862068965517
Priscila Cachoeira,10,1,0,0.0,0.0,0.0,0.0,507.0,232.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.625,1.0,9.375,0.0,15.0
Quinn Mulhern,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Rachael Ostovich,20,2,0,15.0,5.0,13.0,3.0,17.0,6.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.15,4.0,19.85,3.75,132.33333333333334
Rafael Dos Anjos,100,1,0,6079.0,3550.0,5034.0,2587.0,5071.0,2378.0,1504.0,1246.0,23.0,137.0,83.0,196.0,87.0,32.61666666666667,1664.0,67.38333333333333,3.6532451923076925,2.0659172202350535
Rafael Feijao,45,0,0,141.0,64.0,119.0,43.0,553.0,284.0,24.0,20.0,0.0,0.0,0.0,47.0,23.0,0.625,24.0,44.375,5.875,71.0
Rafael Natal,100,0,1,3395.0,1895.0,2674.0,1267.0,1395.0,622.0,776.0,568.0,0.0,253.0,75.0,22.0,8.0,14.96875,1029.0,85.03125,3.2993197278911564,5.680584551148225
Rafael dos Anjos,75,0,3,1393.0,868.0,1051.0,542.0,905.0,434.0,434.0,378.0,12.0,27.0,21.0,21.0,8.0,7.71875,473.0,67.28125,2.9450317124735728,8.7165991902834
Rafaello Oliveira,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Ramazan Emeev,45,0,0,268.0,156.0,226.0,115.0,1031.0,480.0,27.0,20.0,0.0,24.0,5.0,22.0,4.0,1.1166666666666667,51.0,43.88333333333333,5.254901960784314,39.298507462686565
Rampage Jackson,15,0,0,0.0,0.0,0.0,0.0,271.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Ramsey Nijem,45,0,1,753.0,436.0,499.0,224.0,31.0,16.0,338.0,267.0,5.0,27.0,19.0,1.0,1.0,3.91875,370.0,41.08125,2.035135135135135,10.483253588516746
Randa Markos,140,0,0,6622.0,3729.0,4558.0,1855.0,2022.0,922.0,2109.0,1881.0,14.0,212.0,60.0,79.0,27.0,27.741666666666667,2335.0,112.25833333333333,2.8359743040685226,4.046560528687293
Randy Brown,90,1,1,1736.0,898.0,1469.0,657.0,1031.0,383.0,209.0,162.0,15.0,45.0,14.0,41.0,20.0,6.927083333333333,269.0,83.07291666666667,6.4535315985130115,11.99248120300752
Rani Yahya,100,5,0,2395.0,1241.0,1788.0,699.0,1858.0,797.0,680.0,585.0,41.0,230.0,95.0,66.0,25.0,30.49375,951.0,69.50625,2.518401682439537,2.279360524697684
Raoni Barcelos,15,0,1,0.0,0.0,0.0,0.0,98.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Raphael Assuncao,105,0,1,3354.0,1570.0,3186.0,1420.0,2785.0,1194.0,270.0,211.0,0.0,58.0,28.0,82.0,32.0,0.675,328.0,104.325,10.225609756097562,154.55555555555554
Raquel Pennington,115,2,0,3241.0,1749.0,2763.0,1302.0,1973.0,934.0,323.0,275.0,29.0,89.0,35.0,65.0,19.0,4.845833333333333,441.0,110.15416666666667,7.349206349206349,22.731728288908
Rashad Coulter,25,0,0,194.0,91.0,185.0,82.0,339.0,119.0,5.0,3.0,0.0,2.0,0.0,7.0,0.0,0.05625,7.0,24.94375,27.714285714285715,443.44444444444446
Rashad Evans,55,0,0,855.0,284.0,807.0,244.0,2453.0,1098.0,4.0,3.0,0.0,28.0,4.0,91.0,35.0,0.29583333333333334,32.0,54.704166666666666,26.71875,184.91549295774647
Rashid Magomedov,90,0,1,2121.0,1197.0,1860.0,956.0,1569.0,703.0,177.0,149.0,5.0,12.0,8.0,49.0,20.0,0.07083333333333333,194.0,89.92916666666666,10.93298969072165,1269.5882352941176
Ray Borg,120,3,0,1498.0,1002.0,855.0,433.0,2252.0,1164.0,997.0,800.0,56.0,150.0,89.0,138.0,64.0,43.3375,1203.0,76.6625,1.2452202826267664,1.7689645226420536
Reginaldo Vieira,40,1,0,430.0,289.0,266.0,138.0,152.0,61.0,190.0,169.0,4.0,6.0,3.0,5.0,2.0,2.1041666666666665,200.0,37.895833333333336,2.15,18.009900990099013
Renan Barao,140,1,1,5845.0,2141.0,5411.0,1766.0,2939.0,1292.0,384.0,299.0,6.0,102.0,33.0,99.0,33.0,4.0875,492.0,135.9125,11.880081300813009,33.25076452599388
Renato Moicano,75,3,0,2197.0,1025.0,2129.0,960.0,3374.0,1519.0,94.0,86.0,5.0,29.0,15.0,56.0,15.0,2.6041666666666665,128.0,72.39583333333333,17.1640625,27.8
Renee Forte,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Reza Madadi,60,0,1,539.0,226.0,484.0,181.0,903.0,322.0,15.0,13.0,0.0,52.0,7.0,53.0,12.0,0.4,67.0,59.6,8.044776119402986,149.0
Ricardo Abreu,25,1,0,111.0,43.0,101.0,33.0,35.0,15.0,13.0,10.0,1.0,0.0,0.0,3.0,2.0,0.09166666666666666,14.0,24.908333333333335,7.928571428571429,271.72727272727275
Ricardo Lamas,115,2,1,4126.0,1878.0,3679.0,1454.0,3731.0,1629.0,472.0,334.0,18.0,201.0,45.0,135.0,58.0,12.283333333333333,691.0,102.71666666666667,5.971056439942113,8.362279511533243
Ricardo Ramos,45,0,1,295.0,155.0,270.0,132.0,605.0,253.0,64.0,42.0,2.0,7.0,3.0,27.0,13.0,0.5729166666666666,73.0,44.427083333333336,4.041095890410959,77.54545454545456
Richard Walsh,80,0,0,2302.0,1537.0,1560.0,853.0,519.0,242.0,472.0,417.0,0.0,48.0,26.0,11.0,2.0,3.8333333333333335,520.0,76.16666666666667,4.426923076923077,19.869565217391305
Richardson Moreira,20,0,0,5.0,4.0,4.0,3.0,152.0,72.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.625,1.0,19.375,5.0,31.0
Richie Smullen,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Richie Vaculik,45,0,0,317.0,194.0,242.0,128.0,779.0,273.0,70.0,61.0,5.0,32.0,10.0,27.0,6.0,3.4458333333333333,107.0,41.55416666666667,2.9626168224299065,12.05925030229746
Rick Glenn,75,0,0,1693.0,829.0,1526.0,686.0,2294.0,999.0,403.0,285.0,2.0,63.0,8.0,113.0,39.0,3.1625,468.0,71.8375,3.6175213675213675,22.715415019762847
Rick Story,75,1,0,1760.0,882.0,1510.0,646.0,1325.0,643.0,242.0,194.0,3.0,24.0,11.0,26.0,9.0,5.841666666666667,269.0,69.15833333333333,6.5427509293680295,11.838801711840228
Ricky Palacios,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Ricky Rainey,10,0,0,0.0,0.0,0.0,0.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,9.375,0.0,15.0
Ricky Simon,45,0,1,332.0,156.0,303.0,130.0,118.0,47.0,39.0,37.0,1.0,45.0,30.0,23.0,11.0,15.85,85.0,29.15,3.9058823529411764,1.839116719242902
Ricky Turcios,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Rilley Dutro,15,0,0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Rin Nakai,30,0,0,86.0,52.0,47.0,16.0,457.0,170.0,10.0,8.0,0.0,19.0,3.0,12.0,1.0,0.22083333333333333,29.0,29.779166666666665,2.9655172413793105,134.8490566037736
Roan Carneiro,40,1,0,118.0,49.0,105.0,36.0,916.0,429.0,13.0,13.0,3.0,6.0,2.0,50.0,17.0,0.7895833333333333,22.0,39.21041666666667,5.363636363636363,49.65963060686016
Rob Font,75,2,4,2318.0,1093.0,2223.0,1011.0,3176.0,1323.0,150.0,122.0,13.0,66.0,17.0,46.0,16.0,2.1791666666666667,229.0,72.82083333333334,10.12227074235808,33.41682600382409
Rob Whiteford,50,0,1,412.0,247.0,287.0,141.0,640.0,193.0,98.0,73.0,0.0,45.0,16.0,32.0,2.0,3.879166666666667,143.0,46.12083333333333,2.8811188811188813,11.889366272824917
Rob Wilkinson,20,0,0,58.0,34.0,46.0,24.0,138.0,84.0,2.0,1.0,0.0,5.0,2.0,3.0,3.0,0.07916666666666666,7.0,19.920833333333334,8.285714285714286,251.63157894736844
Robbie Lawler,185,0,2,7728.0,3833.0,7261.0,3375.0,3547.0,1645.0,579.0,488.0,0.0,20.0,12.0,79.0,35.0,3.1791666666666667,599.0,181.82083333333333,12.901502504173623,57.191349934469194
Robert Drysdale,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Robert Peralta,35,1,0,317.0,165.0,254.0,102.0,155.0,78.0,36.0,36.0,0.0,2.0,2.0,13.0,3.0,0.625,38.0,34.375,8.342105263157896,55.0
Robert Whittaker,130,0,4,5446.0,2574.0,4909.0,2076.0,3017.0,1494.0,728.0,562.0,0.0,32.0,20.0,194.0,74.0,11.472916666666666,760.0,118.52708333333334,7.16578947368421,10.331033230433993
Roberto Sanchez,25,2,0,41.0,26.0,15.0,6.0,777.0,286.0,32.0,22.0,1.0,5.0,5.0,30.0,19.0,1.3541666666666667,38.0,23.645833333333332,1.0789473684210527,17.46153846153846
Rocky Lee,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Rodolfo Rubio,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Rodrigo Damm,60,0,0,924.0,348.0,895.0,335.0,241.0,118.0,39.0,17.0,3.0,16.0,3.0,3.0,1.0,0.225,58.0,59.775,15.931034482758621,265.66666666666663
Rodrigo de Lima,25,0,0,41.0,30.0,14.0,5.0,396.0,143.0,28.0,26.0,2.0,3.0,1.0,16.0,5.0,0.9041666666666667,33.0,24.095833333333335,1.2424242424242424,26.64976958525346
Roger Narvaez,35,0,0,173.0,70.0,154.0,54.0,535.0,213.0,35.0,25.0,2.0,2.0,0.0,14.0,6.0,0.9291666666666667,39.0,34.07083333333333,4.435897435897436,36.66816143497758
Roger Zapata,15,0,0,0.0,0.0,0.0,0.0,46.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.625,1.0,14.375,0.0,23.0
Rogerio Nogueira,50,0,2,692.0,303.0,634.0,252.0,2178.0,1001.0,62.0,55.0,3.0,0.0,0.0,112.0,50.0,0.12916666666666668,65.0,49.87083333333333,10.646153846153846,386.0967741935483
Roland Delorme,20,0,0,44.0,25.0,20.0,2.0,0.0,0.0,25.0,24.0,0.0,1.0,1.0,0.0,0.0,0.625,26.0,19.375,1.6923076923076923,31.0
Rolando Dy,50,0,0,485.0,202.0,464.0,182.0,1303.0,559.0,26.0,20.0,0.0,13.0,3.0,17.0,9.0,0.35208333333333336,39.0,49.64791666666667,12.435897435897436,141.01183431952663
Roldan Sangcha-an,25,0,0,85.0,40.0,81.0,36.0,54.0,22.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.16666666666666666,4.0,24.833333333333332,21.25,149.0
Roman Salazar,25,2,0,65.0,25.0,61.0,22.0,154.0,72.0,4.0,3.0,0.0,6.0,1.0,4.0,3.0,0.0375,10.0,24.9625,6.5,665.6666666666666
Ron Stallings,30,0,0,163.0,107.0,120.0,70.0,220.0,93.0,3.0,2.0,0.0,0.0,0.0,5.0,4.0,0.07916666666666666,3.0,29.920833333333334,54.333333333333336,377.94736842105266
Ronaldo Candido De Oliveira,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,14.375,0.0,23.0
Ronda Rousey,35,1,3,347.0,220.0,308.0,181.0,1111.0,526.0,53.0,53.0,3.0,5.0,4.0,15.0,9.0,0.15416666666666667,61.0,34.84583333333333,5.688524590163935,226.027027027027
Ronny Markes,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Rony Jason,55,0,1,357.0,172.0,306.0,121.0,552.0,253.0,23.0,23.0,5.0,18.0,6.0,53.0,18.0,1.0166666666666666,46.0,53.983333333333334,7.760869565217392,53.09836065573771
Rory MacDonald,95,0,1,1915.0,782.0,1746.0,627.0,1413.0,694.0,209.0,175.0,0.0,16.0,5.0,12.0,7.0,0.13333333333333333,225.0,94.86666666666666,8.511111111111111,711.5
Rose Namajunas,115,4,1,2813.0,1351.0,2439.0,1062.0,5675.0,2935.0,674.0,483.0,28.0,113.0,69.0,47.0,19.0,4.885416666666667,815.0,110.11458333333333,3.4515337423312884,22.539445628997864
Ross Pearson,190,0,2,8978.0,4082.0,8116.0,3319.0,5012.0,2215.0,536.0,416.0,0.0,70.0,43.0,64.0,28.0,5.160416666666666,606.0,184.83958333333334,14.815181518151816,35.81873233750505
Roxanne Modafferi,35,0,1,433.0,154.0,403.0,132.0,236.0,71.0,25.0,20.0,1.0,9.0,2.0,0.0,0.0,0.325,35.0,34.675,12.371428571428572,106.69230769230768
Roy Nelson,110,0,2,2202.0,1039.0,1913.0,778.0,790.0,489.0,151.0,125.0,0.0,120.0,36.0,42.0,17.0,5.445833333333334,271.0,104.55416666666666,8.125461254612546,19.198928844682477
Royston Wee,40,0,0,314.0,256.0,53.0,34.0,91.0,31.0,282.0,238.0,0.0,18.0,15.0,3.0,2.0,8.520833333333334,300.0,31.479166666666664,1.0466666666666666,3.694376528117359
Ruan Potts,20,0,0,61.0,34.0,35.0,10.0,58.0,35.0,17.0,16.0,4.0,3.0,0.0,4.0,2.0,0.058333333333333334,24.0,19.941666666666666,2.5416666666666665,341.85714285714283
Ruon Potts,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,4.375,0.0,7.0
Ruslan Magomedov,45,0,0,389.0,167.0,379.0,157.0,168.0,82.0,4.0,4.0,0.0,1.0,1.0,10.0,6.0,0.010416666666666666,5.0,44.989583333333336,77.8,4319.000000000001
Russell Doane,85,3,1,2526.0,1512.0,1542.0,650.0,1178.0,480.0,1282.0,1060.0,19.0,122.0,52.0,74.0,30.0,26.491666666666667,1423.0,58.50833333333333,1.7751229796205201,2.2085561497326203
Rustam Khabilov,125,1,0,2957.0,1383.0,2378.0,929.0,1932.0,839.0,881.0,711.0,0.0,240.0,106.0,132.0,53.0,19.8375,1121.0,105.1625,2.6378233719892954,5.30119722747322
Ryan Bader,100,0,2,2533.0,1323.0,1825.0,711.0,958.0,383.0,882.0,726.0,5.0,234.0,94.0,51.0,20.0,6.922916666666667,1121.0,93.07708333333333,2.2595896520963428,13.444778814324406
Ryan Benoit,60,1,2,629.0,234.0,587.0,200.0,735.0,251.0,101.0,58.0,0.0,10.0,4.0,18.0,6.0,0.6916666666666667,111.0,59.30833333333333,5.666666666666667,85.74698795180723
Ryan Hall,30,0,0,201.0,169.0,41.0,23.0,173.0,66.0,147.0,133.0,1.0,3.0,1.0,28.0,7.0,1.4375,151.0,28.5625,1.3311258278145695,19.869565217391305
Ryan Janes,50,1,1,970.0,436.0,847.0,335.0,522.0,230.0,66.0,38.0,0.0,2.0,2.0,24.0,10.0,1.7625,68.0,48.2375,14.264705882352942,27.368794326241133
Ryan Jimmo,30,1,1,122.0,77.0,93.0,55.0,68.0,37.0,6.0,6.0,0.0,3.0,2.0,9.0,4.0,0.625,9.0,29.375,13.555555555555555,47.0
Ryan LaFlare,110,0,0,2676.0,1380.0,2142.0,890.0,1994.0,802.0,552.0,489.0,0.0,72.0,28.0,164.0,58.0,6.935416666666667,624.0,103.06458333333333,4.288461538461538,14.86061880444578
Ryan Spann,20,0,0,2.0,1.0,2.0,1.0,244.0,102.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,0.625,1.0,19.375,2.0,31.0
Sabah Homasi,20,0,0,238.0,117.0,220.0,105.0,929.0,419.0,13.0,9.0,0.0,6.0,4.0,17.0,8.0,0.5166666666666667,19.0,19.483333333333334,12.526315789473685,37.70967741935484
Sage Northcutt,90,1,2,1795.0,1175.0,1289.0,709.0,1457.0,577.0,621.0,527.0,10.0,74.0,31.0,37.0,12.0,8.910416666666666,705.0,81.08958333333334,2.5460992907801416,9.100537760112228
Sai Wang,30,0,0,172.0,100.0,79.0,31.0,34.0,18.0,113.0,78.0,0.0,0.0,0.0,1.0,0.0,1.6333333333333333,113.0,28.366666666666667,1.5221238938053097,17.367346938775512
Said Nurmagomedov,15,0,0,0.0,0.0,0.0,0.0,570.0,300.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0,0.625,1.0,14.375,0.0,23.0
Salim Touahri,15,0,0,0.0,0.0,0.0,0.0,396.0,189.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.625,1.0,14.375,0.0,23.0
Sam Alvey,170,1,5,7895.0,4116.0,7109.0,3402.0,3751.0,1570.0,558.0,451.0,9.0,22.0,2.0,133.0,39.0,29.716666666666665,589.0,140.28333333333333,13.404074702886248,4.720695457094784
Sam Sicilia,85,3,1,2044.0,1035.0,1590.0,611.0,528.0,243.0,643.0,553.0,18.0,71.0,36.0,18.0,9.0,18.954166666666666,732.0,66.04583333333333,2.7923497267759565,3.484502088371071
Sam Stout,20,0,0,127.0,33.0,127.0,33.0,276.0,113.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.625,1.0,19.375,127.0,31.0
Santiago Ponzinibbio,90,0,4,3442.0,1392.0,3357.0,1307.0,1980.0,920.0,112.0,84.0,0.0,39.0,7.0,53.0,28.0,1.0541666666666667,151.0,88.94583333333334,22.794701986754966,84.37549407114625
Saparbeg Safarov,15,1,0,131.0,37.0,131.0,37.0,686.0,327.0,1.0,0.0,0.0,2.0,0.0,17.0,6.0,0.625,3.0,14.375,43.666666666666664,23.0
Sara McMann,90,2,0,2338.0,1193.0,1828.0,757.0,2077.0,855.0,853.0,617.0,9.0,120.0,60.0,33.0,14.0,33.0625,982.0,56.9375,2.380855397148676,1.722117202268431
Sarah Kaufman,40,1,0,947.0,540.0,870.0,469.0,119.0,55.0,34.0,34.0,0.0,2.0,2.0,3.0,2.0,0.14166666666666666,36.0,39.858333333333334,26.305555555555557,281.3529411764706
Sarah Moras,50,1,0,578.0,420.0,220.0,84.0,1103.0,450.0,372.0,344.0,3.0,23.0,3.0,25.0,8.0,2.2958333333333334,398.0,47.704166666666666,1.4522613065326633,20.77858439201452
Scott Askham,70,0,2,840.0,634.0,542.0,341.0,607.0,285.0,224.0,224.0,2.0,19.0,2.0,27.0,8.0,1.0208333333333333,245.0,68.97916666666667,3.4285714285714284,67.57142857142858
Scott Holtzman,105,1,1,3514.0,2130.0,2568.0,1280.0,944.0,347.0,907.0,727.0,10.0,86.0,48.0,73.0,28.0,16.341666666666665,1003.0,88.65833333333333,3.5034895314057826,5.425293217746049
Scott Jorgensen,50,1,0,698.0,352.0,499.0,192.0,473.0,155.0,199.0,149.0,0.0,47.0,31.0,46.0,21.0,4.670833333333333,246.0,45.329166666666666,2.83739837398374,9.704727921498662
Sean O'Connell,70,0,2,2793.0,1633.0,2141.0,1045.0,1158.0,510.0,51.0,34.0,10.0,37.0,0.0,66.0,30.0,0.39166666666666666,98.0,69.60833333333333,28.5,177.72340425531917
Sean O'Malley,35,0,1,345.0,196.0,342.0,195.0,424.0,169.0,5.0,5.0,0.0,6.0,3.0,2.0,0.0,0.1125,11.0,34.8875,31.363636363636363,310.11111111111114
