Name,estimated_minutes,submission_wins,ko_tko_wins,Total (R1-R5) Strikes Attempts,Total (R1-R5) Strikes Landed,Total (R1-R5) Significant Strikes Attempts,Total (R1-R5) Significant Strikes Landed,Opponent Total (R1-R5) Significant Strikes Attempts,Opponent Total (R1-R5) Significant Strikes Landed,Total (R1-R5) Ground Total Strikes_Attempts,Total (R1-R5) Ground Total Strikes_Landed,Total_R1-R5_Grappling_Submissions_Attempts,Total (R1-R5) Grappling Takedowns Attempts,Total (R1-R5) Grappling Takedowns Landed,Opponent Total (R1-R5) Grappling Takedowns Attempts,Opponent Total (R1-R5) Grappling Takedowns Landed,Total (R1-R5) Grappling Time,Total (R1-R5) Grappling Actions(Grd. Strikes + (Sub & TD Attempts),"Total (R1-R5) Striking, Standing, and Clinch Time",Total Striking Attempts to Grappling Action Attempts Ratio,Percentile_Rank_Striking_to_grappling_attempts_ratio,Total Striking Time to Grappling Action Time Ratio,Percentile_Rank_Striking_to_grappling_Time_ratio
Chris Beal,70,0,1,1125,503,976,360,676,295,309,229,3,24,15,17,5,5.504166667,336,64.49583333,3.348214286,0.477,11.71763815,0.255
Chris Camozzi,115,0,1,3421,2100,2754,1527,2268,1028,555,464,18,38,18,88,29,7.7125,611,107.2875,5.599018003,0.653,13.910859,0.289
Chris Cariaso,70,0,0,1473,665,1309,518,1243,517,128,96,12,8,6,13,2,1.275,148,68.725,9.952702703,0.789,53.90196078,0.764
Chris Clements,20,0,1,28,26,27,25,252,133,0,0,0,0,0,12,7,0.625,1,19.375,28,0.923,31,0.593
Chris Dempsey,30,0,0,344,134,295,91,157,95,32,28,0,25,6,6,3,0.291666667,57,29.70833333,6.035087719,0.688,101.8571429,0.845
Chris Gruetzemacher,50,0,1,927,592,729,411,993,399,144,121,0,0,0,47,19,0.120833333,144,49.87916667,6.4375,0.701,412.7931034,0.941
Chris Heatherly,10,0,0,9,7,5,4,0,0,5,4,0,1,1,0,0,0.279166667,6,9.720833333,1.5,0.243,34.82089552,0.658
Chris Holdsworth,15,0,0,0,0,0,0,35,12,0,0,0,0,0,3,2,0.625,1,14.375,0,0,23,0.435
Chris Indich,20,0,0,65,27,49,12,32,4,0,0,2,1,0,1,0,0.625,3,19.375,21.66666667,0.897,31,0.593
Chris Kelades,60,0,0,621,410,388,208,1133,390,343,266,3,26,7,28,16,4.6625,372,55.3375,1.669354839,0.262,11.86863271,0.262
Chris Wade,85,2,0,1558,1161,731,433,536,224,682,553,11,85,48,52,23,16.49375,778,68.50625,2.002570694,0.309,4.153467222,0.054
Chris Weidman,90,1,1,1740,886,1509,690,2431,1156,436,344,1,113,44,52,28,8.039583333,550,81.96041667,3.163636364,0.46,10.19461,0.222
Chris de la Rocha,25,0,1,126,45,122,41,161,92,0,0,0,7,0,5,1,0.625,7,24.375,18,0.884,39,0.673
Christian Colombo,35,0,0,447,264,332,155,141,63,30,28,0,2,0,13,2,0.625,32,34.375,13.96875,0.857,55,0.766
Christina Marks,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
Christos Giagos,35,1,0,251,133,191,76,685,373,111,80,2,6,2,57,27,1.664583333,119,33.33541667,2.109243697,0.321,20.02628285,0.409
Cindy Dandois,15,0,0,0,0,0,0,247,110,0,0,0,0,0,6,3,0.625,1,14.375,0,0,23,0.435
Claudia Gadelha,120,1,0,4727,2479,3795,1619,4121,1786,1084,921,27,239,133,102,42,27.20416667,1350,92.79583333,3.501481481,0.495,3.411088988,0.039
Claudio Puelles,25,1,0,68,29,68,29,32,11,0,0,0,6,1,0,0,0.058333333,6,24.94166667,11.33333333,0.822,427.5714286,0.942
Claudio Silva,35,1,0,478,326,227,106,552,303,275,229,1,39,9,19,15,3.864583333,315,31.13541667,1.517460317,0.244,8.056603774,0.175
Clay Collard,60,0,0,1213,397,1171,364,675,285,79,47,4,51,15,5,2,2.391666667,134,57.60833333,9.052238806,0.776,24.08710801,0.553
Clay Guida,85,0,1,2919,1617,2104,930,1676,786,1055,899,5,181,59,117,53,10.81458333,1241,74.18541667,2.352135375,0.353,6.859757272,0.108
Clint Hester,55,0,0,1235,524,1190,479,358,150,101,78,0,26,12,2,1,3.458333333,127,51.54166667,9.724409449,0.783,14.90361446,0.303
Cody Donovan,5,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
Cody East,15,0,0,62,26,62,26,135,47,0,0,0,0,0,6,2,0.141666667,1,14.85833333,62,0.97,104.8823529,0.848
Cody Garbrandt,85,0,4,2852,1101,2807,1056,5419,2161,214,130,0,65,27,98,33,1.5,279,83.5,10.22222222,0.798,55.66666667,0.777
Cody Gibson,45,0,1,366,172,293,109,155,59,39,25,3,20,13,2,1,1.179166667,62,43.82083333,5.903225806,0.675,37.16254417,0.669
Cody Pfister,50,0,0,456,216,300,71,503,221,182,161,0,40,12,11,4,7.083333333,222,42.91666667,2.054054054,0.316,6.058823529,0.096
Cody Stamann,55,0,0,1138,649,982,509,1415,645,289,233,0,47,32,78,26,6.4125,336,48.5875,3.386904762,0.482,7.576998051,0.17
Colby Covington,140,3,1,5506,3674,2322,1086,2991,1486,3427,2698,13,358,179,166,54,48.12291667,3798,91.87708333,1.449710374,0.232,1.909216849,0.012
Cole Miller,65,1,0,1065,354,1041,334,1321,601,20,15,5,9,3,17,7,0.8625,34,64.1375,31.32352941,0.933,74.36231884,0.81
Colton Smith,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
Conor McGregor,100,0,6,3263,1771,2869,1384,2944,1349,550,432,0,13,8,98,37,7.102083333,563,92.89791667,5.795737123,0.668,13.08037548,0.281
Corey Anderson,155,0,2,10662,5819,8256,3816,4079,1983,3158,2488,0,451,232,168,60,30.45,3609,124.55,2.954280964,0.442,4.090311987,0.051
Cortney Casey,115,1,1,5329,2687,4389,1836,3427,1547,1060,883,8,17,12,98,43,5.370833333,1085,109.6291667,4.911520737,0.614,20.41194725,0.415
Cory Hendricks,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Cory Sandhagen,20,0,2,179,108,147,80,949,420,43,33,0,1,1,17,8,0.402083333,44,19.59791667,4.068181818,0.553,48.74093264,0.747
Costas Philippou,25,0,1,101,39,82,23,330,128,1,1,0,0,0,3,1,0.625,1,24.375,101,0.984,39,0.673
Court McGee,65,0,0,1395,830,931,421,1864,741,266,236,2,97,17,46,21,3.975,365,61.025,3.821917808,0.521,15.35220126,0.357
Craig White,20,0,0,28,13,17,6,2036,918,0,0,0,2,0,92,38,0.625,2,19.375,14,0.857,31,0.593
Cris Cyborg,60,0,4,1133,701,1050,622,1610,567,216,151,0,8,6,16,2,1.395833333,224,58.60416667,5.058035714,0.626,41.98507463,0.699
Cristiano Marcello,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Cristina Stanciu,20,0,0,88,50,76,39,512,202,16,14,2,1,1,0,0,0.675,19,19.325,4.631578947,0.593,28.62962963,0.581
Cub Swanson,165,0,0,8079,4337,7258,3657,4408,1953,984,844,5,73,19,149,58,9.808333333,1062,155.1916667,7.607344633,0.744,15.82242991,0.362
Cung Le,20,0,0,0,0,0,0,137,40,0,0,0,0,0,0,0,0.625,1,19.375,0,0,31,0.593
Curtis Blaydes,85,0,3,2509,1527,1696,854,1642,922,1109,917,0,167,87,34,13,7.772916667,1276,77.22708333,1.96630094,0.3,9.935406057,0.216
Curtis Millender,25,0,1,106,47,106,47,1008,445,6,3,0,0,0,4,1,0.016666667,6,24.98333333,17.66666667,0.881,1499,0.983
Cynthia Calvillo,50,2,0,582,237,527,193,1178,554,49,40,17,10,7,72,31,4.004166667,76,45.99583333,7.657894737,0.746,11.48699272,0.253
Cyril Asker,30,1,1,573,264,360,133,396,165,343,198,1,19,7,4,0,1.370833333,363,28.62916667,1.578512397,0.254,20.88449848,0.422
Cyrille Diabate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
Daichi Abe,45,0,0,546,195,537,189,1485,652,29,24,0,3,2,25,8,0.041666667,32,44.95833333,17.0625,0.877,1079,0.972
Damian Grabowski,25,0,0,10,4,9,3,933,502,4,2,0,2,0,23,10,0.625,6,24.375,1.666666667,0.26,39,0.673
Damian Stasiak,80,2,0,702,279,658,239,721,306,80,72,12,67,30,33,7,13.97916667,159,66.02083333,4.41509434,0.581,4.722801788,0.069
Damien Brown,70,0,1,1287,632,1046,411,1197,487,357,290,9,25,7,62,31,1.64375,391,68.35625,3.291560102,0.471,41.58555133,0.697
Damir Hadzovic,50,0,1,280,138,214,81,1183,466,68,58,1,2,0,64,29,0.625,71,49.375,3.943661972,0.536,79,0.816
Damon Jackson,30,0,0,124,57,111,45,230,109,12,11,0,14,3,27,11,0.4875,26,29.5125,4.769230769,0.601,60.53846154,0.787
Dan Henderson,80,0,3,681,333,576,239,1940,769,144,125,0,17,0,23,10,0.220833333,161,79.77916667,4.229813665,0.565,361.2641509,0.934
Dan Hooker,100,2,5,5179,2689,3933,1637,3897,1667,1108,863,8,27,10,138,59,7.291666667,1143,92.70833333,4.531058618,0.589,12.71428571,0.273
Dan Ige,35,1,1,384,164,355,143,318,160,64,44,6,25,9,10,5,1.045833333,95,33.95416667,4.042105263,0.55,32.46613546,0.647
Dan Miller,15,0,0,0,0,0,0,196,104,0,0,0,0,0,13,3,0.625,1,14.375,0,0,23,0.435
Dan Moret,10,0,0,0,0,0,0,520,215,0,0,0,0,0,28,11,0.625,1,9.375,0,0,15,0.304
Daniel Cormier,140,3,3,6964,4360,4509,2194,2884,1580,2847,2358,38,180,71,77,29,41.85625,3065,98.14375,2.272104405,0.34,2.344781245,0.019
Daniel Jolly,15,0,0,45,20,31,12,34,17,14,8,0,2,0,0,0,0.233333333,16,14.76666667,2.8125,0.419,63.28571429,0.794
Daniel Kelly,110,1,1,5137,2442,4289,1712,2678,1176,1021,767,10,148,57,115,42,15,1179,95,4.357082273,0.577,6.333333333,0.1
Daniel Omielanczuk,105,0,1,2139,1644,1273,829,870,469,699,638,0,33,9,48,27,1.633333333,732,103.3666667,2.922131148,0.438,63.28571429,0.794
Daniel Pineda,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Daniel Sarafian,20,0,1,54,30,54,30,35,19,0,0,2,2,0,3,0,0.0125,4,19.9875,13.5,0.848,1599,0.985
Daniel Spitz,30,0,1,326,153,278,107,770,412,10,8,0,5,3,29,12,0.241666667,15,29.75833333,21.73333333,0.898,123.137931,0.863
Daniel Spohn,20,1,0,80,52,51,24,0,0,21,20,2,1,0,0,0,0.225,24,19.775,3.333333333,0.474,87.88888889,0.83
Daniel Teymur,30,0,0,139,78,129,69,323,135,17,14,0,2,0,0,0,0.4375,19,29.5625,7.315789474,0.733,67.57142857,0.8
Danielle Taylor,75,0,0,1421,419,1382,385,1413,543,15,14,0,11,4,35,5,0.625,26,74.375,54.65384615,0.961,119,0.86
Danny Castillo,65,0,1,658,255,606,210,439,233,84,52,7,42,6,37,10,6.420833333,133,58.57916667,4.947368421,0.615,9.123296561,0.204
Danny Henry,20,1,0,243,153,174,93,0,0,115,96,2,3,1,0,0,1.15,120,18.85,2.025,0.31,16.39130435,0.367
Danny Martinez,60,0,0,806,257,800,252,216,107,13,6,0,46,15,17,6,1.254166667,59,58.74583333,13.66101695,0.852,46.84053156,0.714
Danny Mitchell,30,0,0,102,70,34,18,79,31,80,57,5,1,0,0,0,1.466666667,86,28.53333333,1.186046512,0.206,19.45454545,0.404
Danny Roberts,70,1,2,1908,795,1843,738,867,440,90,79,6,19,0,32,21,1.641666667,115,68.35833333,16.59130435,0.874,41.63959391,0.698
Darko Stosic,5,0,1,0,0,0,0,48,26,0,0,0,0,0,4,1,0.625,1,4.375,0,0,7,0.111
Daron Cruickshank,85,0,2,2242,955,2107,838,1264,553,367,284,12,89,47,28,7,4.841666667,468,80.15833333,4.790598291,0.603,16.55593804,0.369
Darrell Horcher,40,0,0,182,92,130,49,852,389,66,52,2,0,0,31,17,1.466666667,68,38.53333333,2.676470588,0.392,26.27272727,0.562
Darrell Montague,20,0,0,114,35,105,26,75,22,6,5,2,2,1,0,0,0.15,10,19.85,11.4,0.824,132.3333333,0.868
Darren Elkins,145,1,1,8650,4766,5466,1958,2971,1280,2715,2311,63,407,119,144,61,34.51666667,3185,110.4833333,2.715855573,0.397,3.200869145,0.03
Darren Stewart,55,0,2,815,451,608,277,779,433,92,66,0,45,17,96,18,1.583333333,137,53.41666667,5.948905109,0.679,33.73684211,0.654
Darren Till,95,0,2,1483,771,1459,752,3642,1556,256,198,0,42,11,72,23,6.041666667,298,88.95833333,4.976510067,0.619,14.72413793,0.299
Dashon Johnson,20,0,0,28,24,15,11,23,5,5,5,1,1,0,0,0,0.095833333,7,19.90416667,4,0.539,207.6956522,0.908
Dave Galera,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Davey Grant,35,0,0,401,268,302,180,158,78,151,125,0,12,4,10,5,4.104166667,163,30.89583333,2.460122699,0.361,7.527918782,0.167
Davi Ramos,35,2,0,380,135,368,125,1025,461,17,11,1,11,5,27,8,0.864583333,29,34.13541667,13.10344828,0.846,39.48192771,0.693
David Branch,30,0,1,444,237,300,103,1412,710,63,59,0,16,5,23,9,1.0875,79,28.9125,5.620253165,0.653,26.5862069,0.564
David Michaud,45,0,0,508,261,382,159,236,120,161,124,4,20,10,14,4,1.566666667,185,43.43333333,2.745945946,0.405,27.72340426,0.573
David Teymur,65,0,2,1001,503,952,462,798,390,66,54,0,24,9,53,19,0.720833333,90,64.27916667,11.12222222,0.82,89.1734104,0.832
David Zawada,15,0,0,0,0,0,0,449,176,0,0,0,0,0,5,0,0.625,1,14.375,0,0,23,0.435
DeAnna Bennett,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Deiveson Figueiredo,45,0,3,273,151,236,120,1066,450,107,71,23,19,10,34,11,5.795833333,149,39.20416667,1.832214765,0.275,6.764198418,0.107
Demetrious Johnson,180,4,1,6134,4190,4361,2537,3016,1343,1276,1144,33,269,136,203,92,34.77291667,1578,145.2270833,3.887198986,0.53,4.176442394,0.055
Demian Maia,180,3,0,6676,4508,3423,1699,5019,2405,4512,3768,43,566,135,226,116,84.47916667,5121,95.52083333,1.303651631,0.215,1.130702836,0.001
Dennis Bermudez,125,1,1,5609,3197,4146,1935,3204,1329,1576,1169,22,331,119,196,65,24.71458333,1929,100.2854167,2.907724209,0.435,4.057742561,0.05
Dennis Siver,55,0,0,860,483,526,185,253,95,304,270,4,15,9,18,5,5.779166667,323,49.22083333,2.6625387,0.389,8.516943043,0.184
Derek Brunson,85,0,6,4024,2612,2479,1205,3252,1480,1533,1266,9,222,72,75,29,29.44166667,1764,55.55833333,2.281179138,0.342,1.887064817,0.01
Derrick Lewis,170,0,10,4838,2793,4445,2447,3553,1579,2335,1642,0,127,42,105,33,29.0625,2462,140.9375,1.96506905,0.299,4.849462366,0.071
Desmond Green,75,0,0,1246,600,1142,512,2036,873,75,65,0,26,13,163,76,1.175,101,73.825,12.33663366,0.833,62.82978723,0.791
Devin Clark,60,0,0,1150,814,642,348,1030,471,367,328,4,38,15,22,9,5.35,409,54.65,2.811735941,0.418,10.21495327,0.223
Devin Powell,35,0,1,341,185,239,87,69,24,55,50,2,3,0,0,0,0.366666667,60,34.63333333,5.683333333,0.657,94.45454545,0.836
Dhiego Lima,55,0,0,940,528,706,342,647,262,580,376,16,35,24,25,9,7.291666667,631,47.70833333,1.489698891,0.24,6.542857143,0.106
Diego Brandao,30,0,2,166,94,131,65,345,156,50,30,3,12,4,12,5,1.058333333,65,28.94166667,2.553846154,0.377,27.34645669,0.57
Diego Ferreira,50,0,2,974,409,849,303,963,475,157,139,13,17,5,65,27,1,187,49,5.20855615,0.633,49,0.748
Diego Rivas,55,0,1,333,181,214,82,630,294,157,122,2,12,9,40,20,4.752083333,171,50.24791667,1.947368421,0.295,10.57387111,0.229
Diego Sanchez,105,0,0,3489,1354,3156,1033,2230,949,389,365,16,70,16,73,20,6.6625,475,98.3375,7.345263158,0.734,14.75984991,0.3
Dileno Lopes,30,0,0,146,73,109,46,139,47,38,25,3,4,3,6,1,0.454166667,45,29.54583333,3.244444444,0.467,65.05504587,0.795
Dmitrii Smoliakov,15,0,0,95,66,34,14,49,18,22,17,0,1,0,9,1,0.625,23,14.375,4.130434783,0.556,23,0.435
Dmitry Sosnovskiy,10,1,0,0,0,0,0,193,100,0,0,0,0,0,1,0,0.625,1,9.375,0,0,15,0.304
Dom Pilarte,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,9.375,0,0,15,0.304
Dominic Waters,35,0,0,144,64,106,26,725,300,42,42,0,10,10,36,5,2.033333333,52,32.96666667,2.769230769,0.411,16.21311475,0.366
Dominick Cruz,80,0,1,1004,421,970,389,2129,887,103,81,0,35,17,61,15,1.15625,138,78.84375,7.275362319,0.731,68.18918919,0.803
Dominick Reyes,30,1,2,185,114,156,91,1540,691,88,62,2,3,2,27,10,0.9375,93,29.0625,1.989247312,0.305,31,0.593
Dominique Steele,65,0,1,634,417,406,207,371,145,251,207,0,41,24,20,5,2.320833333,292,62.67916667,2.171232877,0.327,27.00718133,0.567
Don'Tale Mayes,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Donald Cerrone,185,2,7,12001,6121,11203,5450,6883,3248,1078,840,75,280,72,178,74,33.51458333,1433,151.4854167,8.374738311,0.762,4.519985081,0.062
Donavon Frelow,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Dong Hyun Kim,135,1,3,2597,1651,1519,661,2150,923,942,794,3,80,27,103,52,6.3125,1025,128.6875,2.533658537,0.374,20.38613861,0.414
Dongi Yang,10,0,1,0,0,0,0,246,82,0,0,0,0,0,3,2,0.625,1,9.375,0,0,15,0.304
Dooho Choi,40,0,3,330,193,312,179,2543,1025,67,52,0,5,1,53,17,0.020833333,72,39.97916667,4.583333333,0.591,1919,0.989
Douglas Silva de Andrade,70,0,1,1213,419,1190,397,1145,497,34,31,0,7,4,27,10,0.945833333,41,69.05416667,29.58536585,0.93,73.00881057,0.808
Drakkar Klose,60,0,0,879,565,588,321,987,447,102,77,0,27,14,31,15,2.04375,129,57.95625,6.813953488,0.715,28.35779817,0.578
Drew Dober,100,1,2,3692,1818,2958,1142,2442,1131,579,504,8,118,25,106,39,10.25416667,705,89.74583333,5.236879433,0.636,8.752133279,0.191
Dustin Kimura,35,1,0,63,21,49,9,0,0,15,11,2,8,3,0,0,0.625,25,34.375,2.52,0.371,55,0.766
Dustin Ortiz,155,0,3,9600,5915,6029,2707,1932,868,4181,3617,7,500,145,157,61,57.2,4688,97.8,2.04778157,0.313,1.70979021,0.007
Dustin Poirier,120,0,7,5596,3063,5169,2664,4721,1965,808,608,25,105,58,122,37,10.0125,938,109.9875,5.965884861,0.68,10.98501873,0.237
Dylan Andrews,15,0,0,15,12,7,4,243,123,8,8,0,3,2,0,0,0.18125,11,14.81875,1.363636364,0.224,81.75862069,0.82
Ed Herman,55,0,1,727,460,579,324,711,358,104,88,0,17,5,39,13,1.154166667,121,53.84583333,6.008264463,0.684,46.6534296,0.714
Eddie Alvarez,95,0,2,3310,1558,2845,1182,3661,1847,255,203,0,207,55,68,37,4.897916667,462,90.10208333,7.164502165,0.727,18.3960017,0.395
Eddie Gordon,45,0,1,446,258,296,119,104,32,218,187,0,7,7,8,6,3.910416667,225,41.08958333,1.982222222,0.302,10.50772509,0.227
Eddie Wineland,80,0,3,2495,805,2417,727,2191,896,380,241,0,13,0,57,14,2,393,78,6.348600509,0.697,39,0.673
Edgar Garcia,10,0,0,22,15,18,12,76,30,13,11,0,2,2,15,5,0.3,15,9.7,1.466666667,0.234,32.33333333,0.644
Edson Barboza,145,0,2,5039,2196,4982,2153,3544,1572,120,86,0,38,13,143,54,2.766666667,158,142.2333333,31.89240506,0.935,51.40963855,0.756
Efrain Escudero,65,1,0,1410,948,856,480,1078,433,613,506,2,13,8,69,25,6.320833333,628,58.67916667,2.24522293,0.336,9.283454186,0.206
Elias Garcia,10,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0.625,1,9.375,0,0,15,0.304
Elias Silverio,60,1,0,1060,595,861,429,353,162,288,228,2,14,14,5,2,7.40625,304,52.59375,3.486842105,0.493,7.101265823,0.158
Elias Theodorou,125,0,2,5390,2856,4040,1707,2599,1150,1266,1017,0,204,71,102,42,10.1375,1470,114.8625,3.666666667,0.51,11.33045623,0.249
Elias Urbina,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,9.375,0,0,15,0.304
Elizabeth Phillips,60,0,0,1122,392,1019,300,712,321,155,121,1,13,2,22,8,4.25,169,55.75,6.639053254,0.708,13.11764706,0.282
Elizeu Zaleski dos Santos,90,0,3,3189,1394,3063,1270,2013,735,181,138,13,63,7,39,20,3.6625,257,86.3375,12.40856031,0.836,23.57337884,0.55
Elvis Mutapcic,40,0,0,474,249,361,140,482,244,113,98,0,0,0,32,6,0.1125,113,39.8875,4.194690265,0.561,354.5555556,0.931
Emil Meek,45,0,0,511,278,333,130,829,440,231,187,4,4,2,66,40,3.741666667,239,41.25833333,2.138075314,0.325,11.02672606,0.24
Emily Peters Kagan,25,0,0,113,60,91,41,239,109,0,0,0,12,2,9,7,0.625,12,24.375,9.416666667,0.781,39,0.673
Emily Whitmire,20,0,0,20,13,15,9,277,153,5,4,0,0,0,11,3,0.033333333,5,19.96666667,4,0.539,599,0.954
Enrique Barzola,90,0,0,3037,1737,1814,773,1420,527,1466,1083,2,157,73,11,5,23.2625,1625,66.7375,1.868923077,0.278,2.868887695,0.028
Enrique Marin,30,0,0,102,33,94,27,85,47,8,6,0,3,1,8,4,0.475,11,29.525,9.272727273,0.779,62.15789474,0.788
Eric Shelton,60,0,0,792,446,569,244,219,103,337,297,2,47,19,5,3,3.354166667,386,56.64583333,2.051813472,0.314,16.88819876,0.372
Eric Spicely,45,2,0,290,220,169,109,1453,675,163,144,8,46,10,89,37,2.479166667,217,42.52083333,1.33640553,0.221,17.1512605,0.376
Erick Montano,35,0,0,339,178,273,119,162,71,49,41,0,14,6,5,1,1.25625,63,33.74375,5.380952381,0.642,26.86069652,0.566
Erick Silva,95,3,1,1533,879,1314,689,2426,1054,464,392,22,52,18,82,40,11.43333333,538,83.56666667,2.849442379,0.427,7.309037901,0.163
Ericka Almeida,30,0,0,58,32,37,13,238,112,20,17,0,2,0,27,5,0.179166667,22,29.82083333,2.636363636,0.384,166.4418605,0.893
Erik Koch,50,1,1,315,155,290,135,1447,657,105,80,2,8,4,56,16,2,115,48,2.739130435,0.404,24,0.552
Erik Perez,55,0,0,768,428,466,146,748,332,318,294,0,16,7,20,11,4.916666667,334,50.08333333,2.299401198,0.346,10.18644068,0.221
Ernest Chavez,35,0,0,412,249,263,110,228,116,74,70,0,8,4,10,7,0.945833333,82,34.05416667,5.024390244,0.623,36.00440529,0.664
Eryk Anders,75,0,2,886,530,760,425,1874,867,303,219,1,52,22,70,22,5.36875,356,69.63125,2.488764045,0.365,12.96973225,0.277
Estevan Payan,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,4.375,0,0,7,0.111
Evan Dunham,95,0,0,5458,2725,4738,2128,3542,1577,505,416,11,137,46,139,47,13.79791667,653,81.20208333,8.358346095,0.761,5.885097388,0.092
Everett Sims,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1,14.375,0,0,23,0.435
Fabio Maldonado,60,0,1,1348,848,1118,657,819,371,246,192,0,1,1,32,15,1.025,247,58.975,5.457489879,0.645,57.53658537,0.781
Fabricio Camoes,5,0,0,0,0,0,0,114,52,0,0,0,0,0,12,2,0.625,1,4.375,0,0,7,0.111
Fabricio Werdum,135,2,1,5362,3373,4480,2559,2603,1359,964,870,11,128,28,53,20,11.2625,1103,123.7375,4.861287398,0.611,10.98668147,0.238
Felice Herrig,105,2,0,3328,1593,2533,908,3111,1332,882,731,35,76,28,48,29,16.82083333,993,88.17916667,3.351460222,0.478,5.242259103,0.078
